date_time,temp,t
2015-03-12T00:00:00Z,15.61,2015-03-12
2015-03-12T00:20:01Z,15.61,2015-03-12
2015-03-12T00:40:02Z,15.62,2015-03-12
2015-03-12T01:00:03Z,15.63,2015-03-12
2015-03-12T01:20:04Z,15.63,2015-03-12
2015-03-12T01:39:56Z,15.63,2015-03-12
2015-03-12T01:59:57Z,15.63,2015-03-12
2015-03-12T02:19:58Z,15.63,2015-03-12
2015-03-12T02:39:59Z,15.63,2015-03-12
2015-03-12T03:00:00Z,15.62,2015-03-12
2015-03-12T03:20:01Z,15.61,2015-03-12
2015-03-12T03:40:02Z,15.6,2015-03-12
2015-03-12T04:00:03Z,15.59,2015-03-12
2015-03-12T04:20:04Z,15.6,2015-03-12
2015-03-12T04:39:56Z,15.61,2015-03-12
2015-03-12T04:59:57Z,15.62,2015-03-12
2015-03-12T05:19:58Z,15.62,2015-03-12
2015-03-12T05:39:59Z,15.65,2015-03-12
2015-03-12T06:00:00Z,15.71,2015-03-12
2015-03-12T06:20:01Z,15.72,2015-03-12
2015-03-12T06:40:02Z,15.68,2015-03-12
2015-03-12T07:00:03Z,15.64,2015-03-12
2015-03-12T07:20:04Z,15.62,2015-03-12
2015-03-12T07:39:56Z,15.59,2015-03-12
2015-03-12T07:59:57Z,15.59,2015-03-12
2015-03-12T08:19:58Z,15.59,2015-03-12
2015-03-12T08:39:59Z,15.54,2015-03-12
2015-03-12T09:00:00Z,15.44,2015-03-12
2015-03-12T09:20:01Z,15.37,2015-03-12
2015-03-12T09:40:02Z,15.33,2015-03-12
2015-03-12T10:00:03Z,15.31,2015-03-12
2015-03-12T10:20:04Z,15.3,2015-03-12
2015-03-12T10:39:56Z,15.29,2015-03-12
2015-03-12T10:59:57Z,15.29,2015-03-12
2015-03-12T11:19:58Z,15.28,2015-03-12
2015-03-12T11:39:59Z,15.27,2015-03-12
2015-03-12T12:00:00Z,15.26,2015-03-12
2015-03-12T12:20:01Z,15.27,2015-03-12
2015-03-12T12:40:02Z,15.29,2015-03-12
2015-03-12T13:00:03Z,15.29,2015-03-12
2015-03-12T13:20:04Z,15.27,2015-03-12
2015-03-12T13:39:56Z,15.27,2015-03-12
2015-03-12T13:59:57Z,15.27,2015-03-12
2015-03-12T14:19:58Z,15.27,2015-03-12
2015-03-12T14:39:59Z,15.27,2015-03-12
2015-03-12T15:00:00Z,15.29,2015-03-12
2015-03-12T15:20:01Z,15.3,2015-03-12
2015-03-12T15:40:02Z,15.32,2015-03-12
2015-03-12T16:00:03Z,15.34,2015-03-12
2015-03-12T16:20:04Z,15.36,2015-03-12
2015-03-12T16:39:56Z,15.37,2015-03-12
2015-03-12T16:59:57Z,15.39,2015-03-12
2015-03-12T17:19:58Z,15.41,2015-03-12
2015-03-12T17:39:59Z,15.43,2015-03-12
2015-03-12T18:00:00Z,15.45,2015-03-12
2015-03-12T18:20:01Z,15.48,2015-03-12
2015-03-12T18:40:02Z,15.51,2015-03-12
2015-03-12T19:00:03Z,15.51,2015-03-12
2015-03-12T19:20:04Z,15.51,2015-03-12
2015-03-12T19:39:56Z,15.51,2015-03-12
2015-03-12T19:59:57Z,15.52,2015-03-12
2015-03-12T20:19:58Z,15.53,2015-03-12
2015-03-12T20:39:59Z,15.54,2015-03-12
2015-03-12T21:00:00Z,15.53,2015-03-12
2015-03-12T21:20:01Z,15.51,2015-03-12
2015-03-12T21:40:02Z,15.5,2015-03-12
2015-03-12T22:00:03Z,15.5,2015-03-12
2015-03-12T22:20:04Z,15.49,2015-03-12
2015-03-12T22:39:56Z,15.49,2015-03-12
2015-03-12T22:59:57Z,15.49,2015-03-12
2015-03-12T23:19:58Z,15.5,2015-03-12
2015-03-12T23:39:59Z,15.5,2015-03-12
2015-03-13T00:00:00Z,15.51,2015-03-13
2015-03-13T00:20:01Z,15.51,2015-03-13
2015-03-13T00:40:02Z,15.52,2015-03-13
2015-03-13T01:00:03Z,15.52,2015-03-13
2015-03-13T01:20:04Z,15.52,2015-03-13
2015-03-13T01:39:56Z,15.53,2015-03-13
2015-03-13T01:59:57Z,15.53,2015-03-13
2015-03-13T02:19:58Z,15.54,2015-03-13
2015-03-13T02:39:59Z,15.54,2015-03-13
2015-03-13T03:00:00Z,15.54,2015-03-13
2015-03-13T03:20:01Z,15.56,2015-03-13
2015-03-13T03:40:02Z,15.57,2015-03-13
2015-03-13T04:00:03Z,15.58,2015-03-13
2015-03-13T04:20:04Z,15.59,2015-03-13
2015-03-13T04:39:56Z,15.59,2015-03-13
2015-03-13T04:59:57Z,15.57,2015-03-13
2015-03-13T05:19:58Z,15.56,2015-03-13
2015-03-13T05:39:59Z,15.56,2015-03-13
2015-03-13T06:00:00Z,15.56,2015-03-13
2015-03-13T06:20:01Z,15.56,2015-03-13
2015-03-13T06:40:02Z,15.56,2015-03-13
2015-03-13T07:00:03Z,15.56,2015-03-13
2015-03-13T07:20:04Z,15.56,2015-03-13
2015-03-13T07:39:56Z,15.56,2015-03-13
2015-03-13T07:59:57Z,15.56,2015-03-13
2015-03-13T08:19:58Z,15.55,2015-03-13
2015-03-13T08:39:59Z,15.54,2015-03-13
2015-03-13T09:00:00Z,15.53,2015-03-13
2015-03-13T09:20:01Z,15.53,2015-03-13
2015-03-13T09:40:02Z,15.52,2015-03-13
2015-03-13T10:00:03Z,15.51,2015-03-13
2015-03-13T10:20:04Z,15.51,2015-03-13
2015-03-13T10:39:56Z,15.51,2015-03-13
2015-03-13T10:59:57Z,15.51,2015-03-13
2015-03-13T11:19:58Z,15.51,2015-03-13
2015-03-13T11:39:59Z,15.5,2015-03-13
2015-03-13T12:00:00Z,15.49,2015-03-13
2015-03-13T12:20:01Z,15.49,2015-03-13
2015-03-13T12:40:02Z,15.49,2015-03-13
2015-03-13T13:00:03Z,15.44,2015-03-13
2015-03-13T13:20:04Z,15.38,2015-03-13
2015-03-13T13:39:56Z,15.36,2015-03-13
2015-03-13T13:59:57Z,15.34,2015-03-13
2015-03-13T14:19:58Z,15.33,2015-03-13
2015-03-13T14:39:59Z,15.33,2015-03-13
2015-03-13T15:00:00Z,15.33,2015-03-13
2015-03-13T15:20:01Z,15.33,2015-03-13
2015-03-13T15:40:02Z,15.32,2015-03-13
2015-03-13T16:00:03Z,15.27,2015-03-13
2015-03-13T16:20:04Z,15.21,2015-03-13
2015-03-13T16:39:56Z,15.17,2015-03-13
2015-03-13T16:59:57Z,15.16,2015-03-13
2015-03-13T17:19:58Z,15.17,2015-03-13
2015-03-13T17:39:59Z,15.18,2015-03-13
2015-03-13T18:00:00Z,15.19,2015-03-13
2015-03-13T18:20:01Z,15.2,2015-03-13
2015-03-13T18:40:02Z,15.21,2015-03-13
2015-03-13T19:00:03Z,15.23,2015-03-13
2015-03-13T19:20:04Z,15.24,2015-03-13
2015-03-13T19:39:56Z,15.26,2015-03-13
2015-03-13T19:59:57Z,15.28,2015-03-13
2015-03-13T20:19:58Z,15.3,2015-03-13
2015-03-13T20:39:59Z,15.32,2015-03-13
2015-03-13T21:00:00Z,15.34,2015-03-13
2015-03-13T21:20:01Z,15.37,2015-03-13
2015-03-13T21:40:02Z,15.39,2015-03-13
2015-03-13T22:00:03Z,15.41,2015-03-13
2015-03-13T22:20:04Z,15.44,2015-03-13
2015-03-13T22:39:56Z,15.47,2015-03-13
2015-03-13T22:59:57Z,15.5,2015-03-13
2015-03-13T23:19:58Z,15.53,2015-03-13
2015-03-13T23:39:59Z,15.54,2015-03-13
2015-03-14T00:00:00Z,15.54,2015-03-14
2015-03-14T00:20:01Z,15.54,2015-03-14
2015-03-14T00:40:02Z,15.53,2015-03-14
2015-03-14T01:00:03Z,15.54,2015-03-14
2015-03-14T01:20:04Z,15.55,2015-03-14
2015-03-14T01:39:56Z,15.56,2015-03-14
2015-03-14T01:59:57Z,15.57,2015-03-14
2015-03-14T02:19:58Z,15.58,2015-03-14
2015-03-14T02:39:59Z,15.57,2015-03-14
2015-03-14T03:00:00Z,15.56,2015-03-14
2015-03-14T03:20:01Z,15.58,2015-03-14
2015-03-14T03:40:02Z,15.59,2015-03-14
2015-03-14T04:00:03Z,15.59,2015-03-14
2015-03-14T04:20:04Z,15.61,2015-03-14
2015-03-14T04:39:56Z,15.63,2015-03-14
2015-03-14T04:59:57Z,15.62,2015-03-14
2015-03-14T05:19:58Z,15.6,2015-03-14
2015-03-14T05:39:59Z,15.58,2015-03-14
2015-03-14T06:00:00Z,15.58,2015-03-14
2015-03-14T06:20:01Z,15.54,2015-03-14
2015-03-14T06:40:02Z,15.5,2015-03-14
2015-03-14T07:00:03Z,15.47,2015-03-14
2015-03-14T07:20:04Z,15.46,2015-03-14
2015-03-14T07:39:56Z,15.45,2015-03-14
2015-03-14T07:59:57Z,15.45,2015-03-14
2015-03-14T08:19:58Z,15.43,2015-03-14
2015-03-14T08:39:59Z,15.41,2015-03-14
2015-03-14T09:00:00Z,15.41,2015-03-14
2015-03-14T09:20:01Z,15.42,2015-03-14
2015-03-14T09:40:02Z,15.41,2015-03-14
2015-03-14T10:00:03Z,15.37,2015-03-14
2015-03-14T10:20:04Z,15.31,2015-03-14
2015-03-14T10:39:56Z,15.23,2015-03-14
2015-03-14T10:59:57Z,15.15,2015-03-14
2015-03-14T11:19:58Z,15.07,2015-03-14
2015-03-14T11:39:59Z,15.02,2015-03-14
2015-03-14T12:00:00Z,14.99,2015-03-14
2015-03-14T12:20:01Z,14.97,2015-03-14
2015-03-14T12:40:02Z,14.95,2015-03-14
2015-03-14T13:00:03Z,14.95,2015-03-14
2015-03-14T13:20:04Z,14.94,2015-03-14
2015-03-14T13:39:56Z,14.93,2015-03-14
2015-03-14T13:59:57Z,14.92,2015-03-14
2015-03-14T14:19:58Z,14.92,2015-03-14
2015-03-14T14:39:59Z,14.93,2015-03-14
2015-03-14T15:00:00Z,14.94,2015-03-14
2015-03-14T15:20:01Z,14.95,2015-03-14
2015-03-14T15:40:02Z,14.97,2015-03-14
2015-03-14T16:00:03Z,14.98,2015-03-14
2015-03-14T16:20:04Z,14.99,2015-03-14
2015-03-14T16:39:56Z,15.01,2015-03-14
2015-03-14T16:59:57Z,15.05,2015-03-14
2015-03-14T17:19:58Z,15.08,2015-03-14
2015-03-14T17:39:59Z,15.11,2015-03-14
2015-03-14T18:00:00Z,15.15,2015-03-14
2015-03-14T18:20:01Z,15.2,2015-03-14
2015-03-14T18:40:02Z,15.23,2015-03-14
2015-03-14T19:00:03Z,15.26,2015-03-14
2015-03-14T19:20:04Z,15.28,2015-03-14
2015-03-14T19:39:56Z,15.29,2015-03-14
2015-03-14T19:59:57Z,15.31,2015-03-14
2015-03-14T20:19:58Z,15.34,2015-03-14
2015-03-14T20:39:59Z,15.35,2015-03-14
2015-03-14T21:00:00Z,15.36,2015-03-14
2015-03-14T21:20:01Z,15.36,2015-03-14
2015-03-14T21:40:02Z,15.36,2015-03-14
2015-03-14T22:00:03Z,15.36,2015-03-14
2015-03-14T22:20:04Z,15.36,2015-03-14
2015-03-14T22:39:56Z,15.36,2015-03-14
2015-03-14T22:59:57Z,15.36,2015-03-14
2015-03-14T23:19:58Z,15.36,2015-03-14
2015-03-14T23:39:59Z,15.35,2015-03-14
2015-03-15T00:00:00Z,15.33,2015-03-15
2015-03-15T00:20:01Z,15.32,2015-03-15
2015-03-15T00:40:02Z,15.32,2015-03-15
2015-03-15T01:00:03Z,15.31,2015-03-15
2015-03-15T01:20:04Z,15.31,2015-03-15
2015-03-15T01:39:56Z,15.31,2015-03-15
2015-03-15T01:59:57Z,15.31,2015-03-15
2015-03-15T02:19:58Z,15.31,2015-03-15
2015-03-15T02:39:59Z,15.31,2015-03-15
2015-03-15T03:00:00Z,15.31,2015-03-15
2015-03-15T03:20:01Z,15.31,2015-03-15
2015-03-15T03:40:02Z,15.31,2015-03-15
2015-03-15T04:00:03Z,15.3,2015-03-15
2015-03-15T04:20:04Z,15.29,2015-03-15
2015-03-15T04:39:56Z,15.29,2015-03-15
2015-03-15T04:59:57Z,15.28,2015-03-15
2015-03-15T05:19:58Z,15.28,2015-03-15
2015-03-15T05:39:59Z,15.27,2015-03-15
2015-03-15T06:00:00Z,15.27,2015-03-15
2015-03-15T06:20:01Z,15.28,2015-03-15
2015-03-15T06:40:02Z,15.28,2015-03-15
2015-03-15T07:00:03Z,15.28,2015-03-15
2015-03-15T07:20:04Z,15.28,2015-03-15
2015-03-15T07:39:56Z,15.28,2015-03-15
2015-03-15T07:59:57Z,15.28,2015-03-15
2015-03-15T08:19:58Z,15.29,2015-03-15
2015-03-15T08:39:59Z,15.29,2015-03-15
2015-03-15T09:00:00Z,15.3,2015-03-15
2015-03-15T09:20:01Z,15.32,2015-03-15
2015-03-15T09:40:02Z,15.34,2015-03-15
2015-03-15T10:00:03Z,15.35,2015-03-15
2015-03-15T10:20:04Z,15.36,2015-03-15
2015-03-15T10:39:56Z,15.39,2015-03-15
2015-03-15T10:59:57Z,15.41,2015-03-15
2015-03-15T11:19:58Z,15.41,2015-03-15
2015-03-15T11:39:59Z,15.41,2015-03-15
2015-03-15T12:00:00Z,15.42,2015-03-15
2015-03-15T12:20:01Z,15.42,2015-03-15
2015-03-15T12:40:02Z,15.43,2015-03-15
2015-03-15T13:00:03Z,15.42,2015-03-15
2015-03-15T13:20:04Z,15.41,2015-03-15
2015-03-15T13:39:56Z,15.38,2015-03-15
2015-03-15T13:59:57Z,15.36,2015-03-15
2015-03-15T14:19:58Z,15.34,2015-03-15
2015-03-15T14:39:59Z,15.33,2015-03-15
2015-03-15T15:00:00Z,15.33,2015-03-15
2015-03-15T15:20:01Z,15.33,2015-03-15
2015-03-15T15:40:02Z,15.34,2015-03-15
2015-03-15T16:00:03Z,15.35,2015-03-15
2015-03-15T16:20:04Z,15.35,2015-03-15
2015-03-15T16:39:56Z,15.34,2015-03-15
2015-03-15T16:59:57Z,15.34,2015-03-15
2015-03-15T17:19:58Z,15.35,2015-03-15
2015-03-15T17:39:59Z,15.38,2015-03-15
2015-03-15T18:00:00Z,15.4,2015-03-15
2015-03-15T18:20:01Z,15.41,2015-03-15
2015-03-15T18:40:02Z,15.42,2015-03-15
2015-03-15T19:00:03Z,15.45,2015-03-15
2015-03-15T19:20:04Z,15.44,2015-03-15
2015-03-15T19:39:56Z,15.32,2015-03-15
2015-03-15T19:59:57Z,15.22,2015-03-15
2015-03-15T20:19:58Z,15.19,2015-03-15
2015-03-15T20:39:59Z,15.18,2015-03-15
2015-03-15T21:00:00Z,15.17,2015-03-15
2015-03-15T21:20:01Z,15.18,2015-03-15
2015-03-15T21:40:02Z,15.2,2015-03-15
2015-03-15T22:00:03Z,15.2,2015-03-15
2015-03-15T22:20:04Z,15.19,2015-03-15
2015-03-15T22:39:56Z,15.19,2015-03-15
2015-03-15T22:59:57Z,15.2,2015-03-15
2015-03-15T23:19:58Z,15.23,2015-03-15
2015-03-15T23:39:59Z,15.23,2015-03-15
2015-03-16T00:00:00Z,15.22,2015-03-16
2015-03-16T00:20:01Z,15.25,2015-03-16
2015-03-16T00:40:02Z,15.28,2015-03-16
2015-03-16T01:00:03Z,15.3,2015-03-16
2015-03-16T01:20:04Z,15.32,2015-03-16
2015-03-16T01:39:56Z,15.33,2015-03-16
2015-03-16T01:59:57Z,15.34,2015-03-16
2015-03-16T02:19:58Z,15.34,2015-03-16
2015-03-16T02:39:59Z,15.34,2015-03-16
2015-03-16T03:00:00Z,15.35,2015-03-16
2015-03-16T03:20:01Z,15.36,2015-03-16
2015-03-16T03:40:02Z,15.38,2015-03-16
2015-03-16T04:00:03Z,15.39,2015-03-16
2015-03-16T04:20:04Z,15.41,2015-03-16
2015-03-16T04:39:56Z,15.42,2015-03-16
2015-03-16T04:59:57Z,15.42,2015-03-16
2015-03-16T05:19:58Z,15.42,2015-03-16
2015-03-16T05:39:59Z,15.42,2015-03-16
2015-03-16T06:00:00Z,15.43,2015-03-16
2015-03-16T06:20:01Z,15.44,2015-03-16
2015-03-16T06:40:02Z,15.44,2015-03-16
2015-03-16T07:00:03Z,15.44,2015-03-16
2015-03-16T07:20:04Z,15.45,2015-03-16
2015-03-16T07:39:56Z,15.45,2015-03-16
2015-03-16T07:59:57Z,15.46,2015-03-16
2015-03-16T08:19:58Z,15.47,2015-03-16
2015-03-16T08:39:59Z,15.49,2015-03-16
2015-03-16T09:00:00Z,15.51,2015-03-16
2015-03-16T09:20:01Z,15.56,2015-03-16
2015-03-16T09:40:02Z,15.61,2015-03-16
2015-03-16T10:00:03Z,15.6,2015-03-16
2015-03-16T10:20:04Z,15.5,2015-03-16
2015-03-16T10:39:56Z,15.43,2015-03-16
2015-03-16T10:59:57Z,15.41,2015-03-16
2015-03-16T11:19:58Z,15.41,2015-03-16
2015-03-16T11:39:59Z,15.43,2015-03-16
2015-03-16T12:00:00Z,15.45,2015-03-16
2015-03-16T12:20:01Z,15.45,2015-03-16
2015-03-16T12:40:02Z,15.41,2015-03-16
2015-03-16T13:00:03Z,15.37,2015-03-16
2015-03-16T13:20:04Z,15.36,2015-03-16
2015-03-16T13:39:56Z,15.37,2015-03-16
2015-03-16T13:59:57Z,15.39,2015-03-16
2015-03-16T14:19:58Z,15.38,2015-03-16
2015-03-16T14:39:59Z,15.37,2015-03-16
2015-03-16T15:00:00Z,15.37,2015-03-16
2015-03-16T15:20:01Z,15.33,2015-03-16
2015-03-16T15:40:02Z,15.26,2015-03-16
2015-03-16T16:00:03Z,15.23,2015-03-16
2015-03-16T16:20:04Z,15.24,2015-03-16
2015-03-16T16:39:56Z,15.25,2015-03-16
2015-03-16T16:59:57Z,15.26,2015-03-16
2015-03-16T17:19:58Z,15.27,2015-03-16
2015-03-16T17:39:59Z,15.28,2015-03-16
2015-03-16T18:00:00Z,15.32,2015-03-16
2015-03-16T18:20:01Z,15.35,2015-03-16
2015-03-16T18:40:02Z,15.34,2015-03-16
2015-03-16T19:00:03Z,15.32,2015-03-16
2015-03-16T19:20:04Z,15.33,2015-03-16
2015-03-16T19:39:56Z,15.36,2015-03-16
2015-03-16T19:59:57Z,15.41,2015-03-16
2015-03-16T20:19:58Z,15.47,2015-03-16
2015-03-16T20:39:59Z,15.51,2015-03-16
2015-03-16T21:00:00Z,15.54,2015-03-16
2015-03-16T21:20:01Z,15.56,2015-03-16
2015-03-16T21:40:02Z,15.57,2015-03-16
2015-03-16T22:00:03Z,15.59,2015-03-16
2015-03-16T22:20:04Z,15.63,2015-03-16
2015-03-16T22:39:56Z,15.68,2015-03-16
2015-03-16T22:59:57Z,15.72,2015-03-16
2015-03-16T23:19:58Z,15.74,2015-03-16
2015-03-16T23:39:59Z,15.74,2015-03-16
2015-03-17T00:00:00Z,15.74,2015-03-17
2015-03-17T00:20:01Z,15.73,2015-03-17
2015-03-17T00:40:02Z,15.73,2015-03-17
2015-03-17T01:00:03Z,15.71,2015-03-17
2015-03-17T01:20:04Z,15.66,2015-03-17
2015-03-17T01:39:56Z,15.6,2015-03-17
2015-03-17T01:59:57Z,15.58,2015-03-17
2015-03-17T02:19:58Z,15.58,2015-03-17
2015-03-17T02:39:59Z,15.58,2015-03-17
2015-03-17T03:00:00Z,15.57,2015-03-17
2015-03-17T03:20:01Z,15.58,2015-03-17
2015-03-17T03:40:02Z,15.58,2015-03-17
2015-03-17T04:00:03Z,15.59,2015-03-17
2015-03-17T04:20:04Z,15.6,2015-03-17
2015-03-17T04:39:56Z,15.61,2015-03-17
2015-03-17T04:59:57Z,15.62,2015-03-17
2015-03-17T05:19:58Z,15.62,2015-03-17
2015-03-17T05:39:59Z,15.6,2015-03-17
2015-03-17T06:00:00Z,15.61,2015-03-17
2015-03-17T06:20:01Z,15.63,2015-03-17
2015-03-17T06:40:02Z,15.64,2015-03-17
2015-03-17T07:00:03Z,15.65,2015-03-17
2015-03-17T07:20:04Z,15.65,2015-03-17
2015-03-17T07:39:56Z,15.63,2015-03-17
2015-03-17T07:59:57Z,15.61,2015-03-17
2015-03-17T08:19:58Z,15.58,2015-03-17
2015-03-17T08:39:59Z,15.53,2015-03-17
2015-03-17T09:00:00Z,15.48,2015-03-17
2015-03-17T09:20:01Z,15.46,2015-03-17
2015-03-17T09:40:02Z,15.45,2015-03-17
2015-03-17T10:00:03Z,15.44,2015-03-17
2015-03-17T10:20:04Z,15.43,2015-03-17
2015-03-17T10:39:56Z,15.41,2015-03-17
2015-03-17T10:59:57Z,15.39,2015-03-17
2015-03-17T11:19:58Z,15.37,2015-03-17
2015-03-17T11:39:59Z,15.36,2015-03-17
2015-03-17T12:00:00Z,15.36,2015-03-17
2015-03-17T12:20:01Z,15.35,2015-03-17
2015-03-17T12:40:02Z,15.35,2015-03-17
2015-03-17T13:00:03Z,15.36,2015-03-17
2015-03-17T13:20:04Z,15.35,2015-03-17
2015-03-17T13:39:56Z,15.35,2015-03-17
2015-03-17T13:59:57Z,15.35,2015-03-17
2015-03-17T14:19:58Z,15.35,2015-03-17
2015-03-17T14:39:59Z,15.35,2015-03-17
2015-03-17T15:00:00Z,15.34,2015-03-17
2015-03-17T15:20:01Z,15.34,2015-03-17
2015-03-17T15:40:02Z,15.34,2015-03-17
2015-03-17T16:00:03Z,15.35,2015-03-17
2015-03-17T16:20:04Z,15.38,2015-03-17
2015-03-17T16:39:56Z,15.42,2015-03-17
2015-03-17T16:59:57Z,15.44,2015-03-17
2015-03-17T17:19:58Z,15.44,2015-03-17
2015-03-17T17:39:59Z,15.43,2015-03-17
2015-03-17T18:00:00Z,15.41,2015-03-17
2015-03-17T18:20:01Z,15.38,2015-03-17
2015-03-17T18:40:02Z,15.37,2015-03-17
2015-03-17T19:00:03Z,15.38,2015-03-17
2015-03-17T19:20:04Z,15.38,2015-03-17
2015-03-17T19:39:56Z,15.38,2015-03-17
2015-03-17T19:59:57Z,15.39,2015-03-17
2015-03-17T20:19:58Z,15.41,2015-03-17
2015-03-17T20:39:59Z,15.43,2015-03-17
2015-03-17T21:00:00Z,15.45,2015-03-17
2015-03-17T21:20:01Z,15.47,2015-03-17
2015-03-17T21:40:02Z,15.48,2015-03-17
2015-03-17T22:00:03Z,15.48,2015-03-17
2015-03-17T22:20:04Z,15.49,2015-03-17
2015-03-17T22:39:56Z,15.5,2015-03-17
2015-03-17T22:59:57Z,15.5,2015-03-17
2015-03-17T23:19:58Z,15.51,2015-03-17
2015-03-17T23:39:59Z,15.52,2015-03-17
